price,area,Loại BĐS:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng tắm:,Số tầng:,Vị trí:,Hướng cửa chính:,Đường/hẻm vào rộng:,Loại đường:,Loại BDS:,Pháp lý:
10.9 tỷ,90m²,"Nhà riêng, nhà phố",,,11,10,,,,,,,Có sổ hồng
150 tỷ,1135m²,"Nhà riêng, nhà phố",,,5,5,,,,,,,Có sổ hồng
14.5 tỷ,90m²,"Nhà riêng, nhà phố",,,4,5,,,,,,,Có sổ hồng
33 tỷ,110m²,"Nhà riêng, nhà phố",,,25,25,,,,,,,Có sổ hồng
33 tỷ,154m²,"Nhà riêng, nhà phố",,,3,4,,,,,,,Có sổ hồng
14.8 tỷ,100m²,"Nhà riêng, nhà phố",,,7,8,,,,,,,Có sổ hồng
16 tỷ,90m²,"Nhà riêng, nhà phố",,,13,14,,,,,,,Có sổ hồng
13.7 tỷ,321m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,Có sổ hồng
12 tỷ,81m²,"Nhà riêng, nhà phố",,,3,4,,,,,,,Có sổ hồng
9.4 tỷ,133m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
16.8 tỷ,150m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
22 tỷ,257m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
16 tỷ,225m²,"Nhà riêng, nhà phố",,,3,4,,,,,,,Có sổ hồng
24 tỷ,125m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,Có sổ hồng
13 tỷ,100m²,"Nhà riêng, nhà phố",,,7,8,,,,,,,Có sổ hồng
12.5 tỷ,171m²,"Nhà riêng, nhà phố",,,7,7,,,,,,,Có sổ hồng
15.3 tỷ,83m²,"Nhà riêng, nhà phố",,,4,3,,,,,,,Có sổ hồng
59 tỷ,118m²,"Nhà riêng, nhà phố",,,5,4,,,,,,,Có sổ hồng
89 tỷ,280m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
9.9 tỷ,75m²,"Nhà riêng, nhà phố",,,5,4,,,,,,,Có sổ hồng
17.5 tỷ,140m²,"Nhà riêng, nhà phố",,,9,9,,,,,,,Có sổ hồng
13.9 tỷ,70m²,"Nhà riêng, nhà phố",,,7,8,,,,,,,Có sổ hồng
30.8 tỷ,474m²,"Nhà riêng, nhà phố",,,4,5,,,,,,,Có sổ hồng
8.6 tỷ,102m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
4.3 tỷ,37m²,"Nhà riêng, nhà phố",4.5m,,,,1,,,,,,
13.6 tỷ,107m²,"Nhà riêng, nhà phố",6.5m,,,,2,,Đông,7.5m,,,Có sổ hồng
4.49 tỷ,80m²,"Nhà riêng, nhà phố",5.5m,,,,3,,Đông Nam,10m,,,Có sổ hồng
2.95 tỷ,90m²,"Nhà riêng, nhà phố",5m,,,,1,,,5.5m,,,Có sổ hồng
23.5 tỷ,90m²,"Nhà riêng, nhà phố",5m,,,,8,,,12m,,,Có sổ hồng
42 tỷ,125m²,"Nhà riêng, nhà phố",7.5m,,,,11,,,7.5m,,,
8.8 tỷ,456m²,"Nhà riêng, nhà phố",26m,,,,1,,,10.5m,,,Có sổ hồng
4.2 tỷ,62.9m²,"Nhà riêng, nhà phố",,,,,3,,Tây,3m,,,Có sổ hồng
5.1 tỷ,92m²,"Nhà riêng, nhà phố",5m,,,,2,,Đông Nam,7.5m,,,Có sổ hồng
4.1 tỷ,82m²,"Nhà riêng, nhà phố",5m,,,,2,,Đông Bắc,5.5m,,,
16.5 tỷ,67m²,"Nhà riêng, nhà phố",4.5m,15m,,,4,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
11.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
14.5 tỷ,250m²,"Nhà riêng, nhà phố",10m,25m,,,2,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
10.5 tỷ,164m²,"Nhà riêng, nhà phố",9m,18.2m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
8.5 tỷ,101m²,"Nhà riêng, nhà phố",5.2m,20m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
33 tỷ,223m²,"Nhà riêng, nhà phố",10m,23m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
25.5 tỷ,106m²,"Nhà riêng, nhà phố",4.5m,23m,,,3,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
13.8 tỷ,138m²,"Nhà riêng, nhà phố",6m,18m,,,2,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
18.5 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,20m,,,1,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
16 tỷ,90m²,"Nhà riêng, nhà phố",8m,12m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
19 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,1,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
21 tỷ,281m²,"Nhà riêng, nhà phố",19m,15m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
12 tỷ,87m²,"Nhà riêng, nhà phố",4.5m,19m,,,4,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
9.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,4,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
10.5 tỷ,126m²,"Nhà riêng, nhà phố",6m,21m,,,4,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
27 tỷ,240m²,"Nhà riêng, nhà phố",12m,20m,,,1,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
9.8 tỷ,120m²,"Nhà riêng, nhà phố",5m,24m,,,5,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
7.5 tỷ,905m²,"Nhà riêng, nhà phố",5m,18.5m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
17 tỷ,297m²,"Nhà riêng, nhà phố",7.8m,39m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
9 tỷ,117m²,"Nhà riêng, nhà phố",7m,17.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
18 tỷ,120m²,"Nhà riêng, nhà phố",6.5m,20m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
10 tỷ,88m²,"Nhà riêng, nhà phố",4.5m,19.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
22 tỷ,132m²,"Nhà riêng, nhà phố",6m,22m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
16.3 tỷ,190m²,"Nhà riêng, nhà phố",12m,20m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
18.8 tỷ,318m²,"Nhà riêng, nhà phố",18m,18m,,,3,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
2.4 tỷ,34m²,"Nhà riêng, nhà phố",,,,,,Đường chính,Tây Nam,3.5m,Đường nhựa,,Có sổ đỏ
22.5 tỷ,155m²,"Nhà riêng, nhà phố",6.2m,24m,,,4,Đường chính,Nam,7m,Đường nhựa,,Có sổ hồng
13.8 tỷ,138m²,"Nhà riêng, nhà phố",6m,18m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
11.4 tỷ,100m²,"Nhà riêng, nhà phố",4.1m,24m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
9 tỷ,157m²,"Nhà riêng, nhà phố",9m,24m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
13 tỷ,74m²,"Nhà riêng, nhà phố",5m,14m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,22m,Đường nhựa,,Có sổ đỏ
4.7 tỷ,100m²,"Nhà riêng, nhà phố",,,,,,,,,,,
9.9 tỷ,82m²,"Nhà riêng, nhà phố",4.4m,19m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
5.45 tỷ,70m²,"Nhà riêng, nhà phố",5m,,,,3,,Đông Bắc,5.5m,,,Có sổ hồng
7.9 tỷ,105m²,"Nhà riêng, nhà phố",7.5m,,,,3,,,7.5m,,,Có sổ hồng
14 tỷ,115m²,"Nhà riêng, nhà phố",,,,,3,,Đông,27m,,,Có sổ hồng
8.3 tỷ,66.8m²,"Nhà riêng, nhà phố",4.5m,,,,3,,Đông Nam,,,,
5.9 tỷ,80.2m²,"Nhà riêng, nhà phố",,,,,3,,,,,,Có sổ hồng
3.65 tỷ,90m²,"Nhà riêng, nhà phố",,,,,2,,,,,,Có sổ hồng
7.4 tỷ,180m²,"Nhà riêng, nhà phố",10m,,,,1,,,7.5m,,,Có sổ hồng
3.69 tỷ,83m²,"Nhà riêng, nhà phố",,,,,1,,,,,,Có sổ hồng
11.5 tỷ,81.4m²,"Nhà riêng, nhà phố",5.05m,,,,5,,Tây,6m,,,Có sổ hồng
12 tỷ,100m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
16.8 tỷ,87m²,"Nhà riêng, nhà phố",,,11,11,,,,,,,Có sổ hồng
16 tỷ,133m²,"Nhà riêng, nhà phố",,,2,3,,,,,,,Có sổ hồng
42 tỷ,282m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
12.5 tỷ,156m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
10.9 tỷ,125m²,"Nhà riêng, nhà phố",,,2,3,,,,,,,Có sổ hồng
14.6 tỷ,106m²,"Nhà riêng, nhà phố",,,2,2,,,,,,,Có sổ hồng
25 tỷ,170m²,"Nhà riêng, nhà phố",,,33,33,,,,,,,Có sổ hồng
9.9 tỷ,118m²,"Nhà riêng, nhà phố",,,6,5,,,,,,,Có sổ hồng
16.5 tỷ,81m²,"Nhà riêng, nhà phố",,,12,13,,,,,,,Có sổ hồng
230 tỷ,7320m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,Có sổ hồng
60 tỷ,140m²,"Nhà riêng, nhà phố",,,25,25,,,,,,,Có sổ hồng
16 tỷ,250m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,Có sổ hồng
10.5 tỷ,110m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
25 tỷ,144m²,"Nhà riêng, nhà phố",,,14,15,,,,,,,Có sổ hồng
47 tỷ,147m²,"Nhà riêng, nhà phố",,,8,16,,,,,,,Có sổ hồng
12.6 tỷ,171m²,"Nhà riêng, nhà phố",,,17,17,,,,,,,Có sổ hồng
17 tỷ,102m²,"Nhà riêng, nhà phố",,,11,12,,,,,,,Có sổ hồng
14.8 tỷ,192m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
46 tỷ,625m²,"Nhà riêng, nhà phố",,,1,3,,,,,,,Có sổ hồng
40 tỷ,320m²,"Nhà riêng, nhà phố",,,9,8,,,,,,,Có sổ hồng
27.5 tỷ,111m²,"Nhà riêng, nhà phố",,,4,5,,,,,,,Có sổ hồng
60 tỷ,395m²,"Nhà riêng, nhà phố",,,45,46,,,,,,,Có sổ hồng
42 tỷ,195m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
16 tỷ,70m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
10.5 tỷ,135m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
18 tỷ,108m²,"Nhà riêng, nhà phố",,,20,20,,,,,,,Có sổ hồng
26.5 tỷ,86m²,"Nhà riêng, nhà phố",,,4,3,,,,,,,Có sổ hồng
16.5 tỷ,72m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
13.5 tỷ,177m²,"Nhà riêng, nhà phố",,,8,5,,,,,,,Có sổ hồng
14.9 tỷ,180m²,"Nhà riêng, nhà phố",,,24,25,,,,,,,Có sổ hồng
9.5 tỷ,143m²,"Nhà riêng, nhà phố",,,7,5,,,,,,,Có sổ hồng
11 tỷ,111m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
31.5 tỷ,166m²,"Nhà riêng, nhà phố",,,6,6,,,,,,,Có sổ hồng
28 tỷ,147m²,"Nhà riêng, nhà phố",,,20,21,,,,,,,Có sổ hồng
27 tỷ,200m²,"Nhà riêng, nhà phố",,,18,18,,,,,,,Có sổ hồng
38 tỷ,200m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
85 tỷ,785m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
29.8 tỷ,184m²,"Nhà riêng, nhà phố",,,13,15,,,,,,,Có sổ hồng
16.9 tỷ,291m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
42.5 tỷ,246m²,"Nhà riêng, nhà phố",,,9,9,,,,,,,Có sổ hồng
9.7 tỷ,155m²,"Nhà riêng, nhà phố",,,4,5,,,,,,,Có sổ hồng
15 tỷ,82m²,"Nhà riêng, nhà phố",,,2,2,,,,,,,Có sổ hồng
18.5 tỷ,85m²,"Nhà riêng, nhà phố",,,14,14,,,,,,,Có sổ hồng
23 tỷ,164m²,"Nhà riêng, nhà phố",,,11,11,,,,,,,Có sổ hồng
8.8 tỷ,135m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
12.5 tỷ,192m²,"Nhà riêng, nhà phố",,,4,3,,,,,,,Có sổ hồng
18 tỷ,128m²,"Nhà riêng, nhà phố",,,15,15,,,,,,,Có sổ hồng
48.5 tỷ,450m²,"Nhà riêng, nhà phố",,,4,3,,,,,,,Có sổ hồng
25 tỷ,81m²,"Nhà riêng, nhà phố",,,21,22,,,,,,,Có sổ hồng
26.3 tỷ,90m²,"Nhà riêng, nhà phố",,,14,14,,,,,,,Có sổ hồng
12.5 tỷ,93m²,"Nhà riêng, nhà phố",,,20,20,,,,,,,Có sổ hồng
23 tỷ,80m²,"Nhà riêng, nhà phố",,,16,18,,,,,,,
35 tỷ,140m²,"Nhà riêng, nhà phố",,,21,22,,,,,,,
12.9 tỷ,132m²,"Nhà riêng, nhà phố",,,3,4,,,,,,,Có sổ hồng
45 tỷ,500m²,"Nhà riêng, nhà phố",,,2,2,,,,,,,Có sổ hồng
12 tỷ,75m²,"Nhà riêng, nhà phố",,,8,3,,,,,,,Có sổ hồng
21.5 tỷ,234m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
45 tỷ,162m²,"Nhà riêng, nhà phố",,,36,40,,,,,,,Có sổ hồng
23.5 tỷ,226m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
19.7 tỷ,90m²,"Nhà riêng, nhà phố",,,9,9,,,,,,,Có sổ hồng
16.5 tỷ,117m²,"Nhà riêng, nhà phố",,,6,6,,,,,,,Có sổ hồng
10.9 tỷ,185m²,"Nhà riêng, nhà phố",,,15,15,,,,,,,Có sổ hồng
18 tỷ,125m²,"Nhà riêng, nhà phố",,,11,12,,,,,,,Có sổ hồng
16 tỷ,137m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
20 tỷ,213m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,
11.6 tỷ,214m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,
11 tỷ,240m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,
9.2 tỷ,150m²,"Nhà riêng, nhà phố",,,5,4,,,,,,,Có sổ hồng
26.2 tỷ,80m²,"Nhà riêng, nhà phố",,,18,18,,,,,,,
13 tỷ,90m²,"Nhà riêng, nhà phố",,,4,5,,,,,,,Có sổ hồng
25 tỷ,90m²,"Nhà riêng, nhà phố",,,18,18,,,,,,,Có sổ hồng
12 tỷ,202m²,"Nhà riêng, nhà phố",,,4,3,,,,,,,Có sổ hồng
14.5 tỷ,232m²,"Nhà riêng, nhà phố",,,8,7,,,,,,,Có sổ hồng
25 tỷ,90m²,"Nhà riêng, nhà phố",,,8,8,,,,,,,Có sổ hồng
11 tỷ,95m²,"Nhà riêng, nhà phố",,,5,3,,,,,,,Có sổ hồng
14 tỷ,165m²,"Nhà riêng, nhà phố",,,4,2,,,,,,,Có sổ hồng
11.5 tỷ,120m²,"Nhà riêng, nhà phố",,,4,5,,,,,,,Có sổ hồng
15.9 tỷ,109m²,"Nhà riêng, nhà phố",,,6,5,,,,,,,Có sổ hồng
25 tỷ,192m²,"Nhà riêng, nhà phố",,,6,6,,,,,,,
9.2 tỷ,108m²,"Nhà riêng, nhà phố",,,16,16,,,,,,,
19 tỷ,128m²,"Nhà riêng, nhà phố",,,7,4,,,,,,,
16 tỷ,157m²,"Nhà riêng, nhà phố",,,24,24,,,,,,,
26 tỷ,80m²,"Nhà riêng, nhà phố",,,15,16,,,,,,,Có sổ hồng
17 tỷ,110m²,"Nhà riêng, nhà phố",,,14,14,,,,,,,Có sổ hồng
16.5 tỷ,80m²,"Nhà riêng, nhà phố",,,9,11,,,,,,,Có sổ hồng
6.3 tỷ,70m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
13.5 tỷ,80m²,"Nhà riêng, nhà phố",,,6,7,,,,,,,Có sổ hồng
8.3 tỷ,63m²,"Nhà riêng, nhà phố",,,7,8,,,,,,,Có sổ hồng
13 tỷ,95m²,"Nhà riêng, nhà phố",,,9,10,,,,,,,Có sổ hồng
9.5 tỷ,67m²,"Nhà riêng, nhà phố",,,7,7,,,,,,,Có sổ hồng
13.4 tỷ,64m²,"Nhà riêng, nhà phố",,,9,9,,,,,,,Có sổ hồng
85 tỷ,438m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,Có sổ hồng
48 tỷ,300m²,"Nhà riêng, nhà phố",,,12,14,,,,,,,Có sổ hồng
31 tỷ,188m²,"Nhà riêng, nhà phố",,,5,5,,,,,,,Có sổ hồng
135 tỷ,1500m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
52 tỷ,320m²,"Nhà riêng, nhà phố",,,30,32,,,,,,,Có sổ hồng
31 tỷ,252m²,"Nhà riêng, nhà phố",,,5,5,,,,,,,Có sổ hồng
12.8 tỷ,120m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
40 tỷ,688m²,"Nhà riêng, nhà phố",,,41,43,,,,,,,Có sổ hồng
19 tỷ,180m²,"Nhà riêng, nhà phố",,,12,15,,,,,,,Có sổ hồng
120 tỷ,243m²,"Nhà riêng, nhà phố",,,52,52,,,,,,,Có sổ hồng
26.5 tỷ,100m²,"Nhà riêng, nhà phố",,,20,21,,,,,,,Có sổ hồng
12.5 tỷ,100m²,"Nhà riêng, nhà phố",,,11,11,,,,,,,Có sổ hồng
14.5 tỷ,75m²,"Nhà riêng, nhà phố",,,4,3,,,,,,,Có sổ hồng
11.2 tỷ,100m²,"Nhà riêng, nhà phố",,,3,4,,,,,,,Có sổ hồng
8.9 tỷ,84m²,"Nhà riêng, nhà phố",,,17,17,,,,,,,Có sổ hồng
13.8 tỷ,90m²,"Nhà riêng, nhà phố",,,3,4,,,,,,,Có sổ hồng
10.5 tỷ,100m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
22 tỷ,107m²,"Nhà riêng, nhà phố",,,5,3,,,,,,,Có sổ hồng
10.6 tỷ,137m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
78 tỷ,200m²,"Nhà riêng, nhà phố",,,24,30,,,,,,,Có sổ hồng
27.9 tỷ,166m²,"Nhà riêng, nhà phố",,,19,20,,,,,,,Có sổ hồng
26 tỷ,99m²,"Nhà riêng, nhà phố",,,20,21,,,,,,,Có sổ hồng
120 tỷ,243m²,"Nhà riêng, nhà phố",,,52,52,,,,,,,Có sổ hồng
12.7 tỷ,180m²,"Nhà riêng, nhà phố",,,4,5,,,,,,,Có sổ hồng
18 tỷ,90m²,"Nhà riêng, nhà phố",,,18,20,,,,,,,Có sổ hồng
23.5 tỷ,90m²,"Nhà riêng, nhà phố",,,12,12,,,,,,,Có sổ hồng
12.5 tỷ,96m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
9 tỷ,65m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
15.5 tỷ,119m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
9.8 tỷ,119m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
12 tỷ,100m²,"Nhà riêng, nhà phố",,,4,3,,,,,,,Có sổ hồng
14.5 tỷ,90m²,"Nhà riêng, nhà phố",,,13,13,,,,,,,Có sổ hồng
10 tỷ,140m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
25.5 tỷ,210m²,"Nhà riêng, nhà phố",,,30,30,,,,,,,Có sổ hồng
16.5 tỷ,171m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,Có sổ hồng
6 tỷ,72m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
15.5 tỷ,62m²,"Nhà riêng, nhà phố",,,6,7,,,,,,,Có sổ hồng
35 tỷ,238m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,Có sổ hồng
17.99 tỷ,112m²,"Nhà riêng, nhà phố",,,19,20,,,,,,,Có sổ hồng
9.5 tỷ,102m²,"Nhà riêng, nhà phố",,,13,13,,,,,,,Có sổ hồng
53 tỷ,675m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,Có sổ hồng
20 tỷ,85m²,"Nhà riêng, nhà phố",,,14,14,,,,,,,Có sổ hồng
46 tỷ,325m²,"Nhà riêng, nhà phố",,,1,1,,,,,,,Có sổ hồng
5.8 tỷ,89m²,"Nhà riêng, nhà phố",4.5m,,,,2,,Đông Nam,8m,,,Có sổ hồng
4.85 tỷ,75m²,"Nhà riêng, nhà phố",5m,,,,3,,Tây Nam,5.5m,,,Có sổ hồng
5.1 tỷ,72.4m²,"Nhà riêng, nhà phố",5m,,,,3,,Nam,6m,,,Có sổ hồng
7.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,,,,3,,Tây Nam,10.5m,,,
7.95 tỷ,112.5m²,"Nhà riêng, nhà phố",5m,,,,3,,Tây Nam,7.5m,,,Có sổ hồng
7.1 tỷ,143m²,"Nhà riêng, nhà phố",,,,,,Đường chính,Nam,1m,Đường nhựa,,Có sổ hồng
4.4 tỷ,100m²,"Nhà riêng, nhà phố",,,,,,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
150 tỷ,361m²,"Nhà riêng, nhà phố",9.7m,,,,12,,Nam,10.5m,,,Có sổ hồng
10.5 tỷ,167m²,"Nhà riêng, nhà phố",,,,,,,,,,,
4.9 tỷ,195m²,"Nhà riêng, nhà phố",,,,,3,,Đông Nam,7.5m,,,Có sổ hồng
4.9 tỷ,65m²,"Nhà riêng, nhà phố",4.3m,,,,2,,,5.5m,,,Có sổ hồng
3.35 tỷ,45m²,"Nhà riêng, nhà phố",,,,,3,,,,,,
18.5 tỷ,108m²,"Nhà riêng, nhà phố",,,,,3,,,10.5m,,,
8.49 tỷ,110m²,"Nhà riêng, nhà phố",,,,,3,,,,,,Có sổ hồng
6.5 tỷ,97.5m²,"Nhà riêng, nhà phố",5m,,,,2,,Đông Nam,7.5m,,,
3.8 tỷ,65m²,"Nhà riêng, nhà phố",4.5m,14.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
15 tỷ,107m²,"Nhà riêng, nhà phố",4.85m,23m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
6.1 tỷ,72m²,"Nhà riêng, nhà phố",4.5m,16m,,,4,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
4 tỷ,66m²,"Nhà riêng, nhà phố",4.3m,16m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
5.5 tỷ,68m²,"Nhà riêng, nhà phố",6m,12m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
5.8 tỷ,64m²,"Nhà riêng, nhà phố",8m,9m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
5.7 tỷ,71m²,"Nhà riêng, nhà phố",5m,14m,,,1,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
2.9 tỷ,48m²,"Nhà riêng, nhà phố",6m,8m,,,1,Đường chính,Nam,5m,Đường nhựa,,Có sổ hồng
4.4 tỷ,75m²,"Nhà riêng, nhà phố",5m,15m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
9.3 tỷ,244m²,"Nhà riêng, nhà phố",5m,50m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
3.65 tỷ,75m²,"Nhà riêng, nhà phố",5m,15.5m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
22 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
8.7 tỷ,97m²,"Nhà riêng, nhà phố",5m,19.5m,,,5,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
62 tỷ,162m²,"Nhà riêng, nhà phố",9m,18m,,,10,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
25.5 tỷ,340m²,"Nhà riêng, nhà phố",12m,28m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
130 tỷ,270m²,"Nhà riêng, nhà phố",15m,18m,,,15,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
25 tỷ,164m²,"Nhà riêng, nhà phố",8m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
60 tỷ,180m²,"Nhà riêng, nhà phố",9m,20m,,,11,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
5 tỷ,64m²,"Nhà riêng, nhà phố",5m,,,,2,,Bắc,4m,,,Có sổ hồng
2.88 tỷ,54m²,"Nhà riêng, nhà phố",,,,,,,,,,,
2.65 tỷ,90m²,"Nhà riêng, nhà phố",6m,,,,,,Tây Nam,,,,Có sổ hồng
10.75 tỷ,100m²,"Nhà riêng, nhà phố",4.1m,,,,3,,Nam,10.5m,,,Có sổ hồng
4.8 tỷ,98m²,"Nhà riêng, nhà phố",5m,,,,3,,Tây Nam,7m,,,
2.09 tỷ,36m²,"Nhà riêng, nhà phố",4.7m,,,,2,,,3m,,,Có sổ hồng
22.5 tỷ,105m²,"Nhà riêng, nhà phố",5m,,,,8,,Bắc,7.5m,,,Có sổ hồng
25 tỷ,103m²,"Nhà riêng, nhà phố",4.5m,23m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
24.5 tỷ,90m²,"Nhà riêng, nhà phố",5m,18m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
23 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,20m,,,4,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
36 tỷ,233m²,"Nhà riêng, nhà phố",13m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
