Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Hoàng Ngọc Phách, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,6 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 18,5 tỷ ", 187 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,13m,17m,2
" Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 24,5 tỷ ", 226 m2,_,Nhà mặt tiền,---,8m,28m,3
" Đường Nguyễn Đình Tứ, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 5,49 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Trần Văn Thành, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,95 tỷ ", 68 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,2m",22m,1
" Đường Lương Ngọc Quyến, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",32m,2
" Đường Hàm Nghi, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 25,9 tỷ ", 86 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",19m,4
" Đường Trần Huấn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 8,1 tỷ ", 91 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,7m",19m,2
" Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 11,1 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,21m,5
" Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 17 tỷ , 122 m2,_,Nhà mặt tiền,---,9m,13m,3
" Đường Phước Mỹ 1, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 19,7 tỷ ", 220 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,22m,2
" Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 18 tỷ , 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,2
" Đường Xô Viết Nghệ Tĩnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 18,5 tỷ ", 94 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"18,8m",3
" Đường Lê Thanh Nghị, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng"," 15,8 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,4
" Đường Huỳnh Thúc Kháng, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Chu Mạnh Trinh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,5 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",17m,3
" Đường Đỗ Tự, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,3 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Hoàng Đình Ái, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,15 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1
" Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,45 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 4,35 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",25m,3
" Đường Lê Lâm, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 8 tỷ , 102 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,17m,3
" Đường Dương Văn An, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,3 tỷ ", 75 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3
" Đường Xuân Thiều 7, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng"," 4,59 tỷ ", 103 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,21m,2
" Đường Phan Châu Trinh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 18 tỷ , 142 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,28m,6
" Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 16,2 tỷ ", 106 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,2m",18m,6
" Đường Phan Bôi, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 8,2 tỷ ", 80 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,4
" Đường Lê Bá Trinh, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng"," 6,6 tỷ ", 57 m2,_,Nhà mặt tiền,---,4m,"14,5m",3
" Đường Đinh Tiên Hoàng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 4,9 tỷ ", 45 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",6m,3
" Đường Nguyễn Viết Xuân, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 5 tỷ , 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2
" Đường Phan Huy Ôn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 73 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,3
" Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 18 tỷ , 136 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,22m,3
" Đường Tiên Sơn 7, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 11,3 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,17m,3
" Đường Nguyễn Thị Cận, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 3,61 tỷ ", 102 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"20,5m",2
" Đường Phan Huy Thực., Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 5,5 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2
" Đường Giáp Văn Cương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,55 tỷ ", 82 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,21m,1
" Đường Lê Thiệt, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,3 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,3
" Đường Tôn Thất Tùng, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 8,5 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,2
" Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,68 tỷ ", 96 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,2
" Đường Thanh Lương 15, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 9,2 tỷ ", 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,50m,1
" Đường Đặng Minh Khiêm, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,1 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,8 tỷ ", 60 m2,_,Nhà mặt tiền,---,5m,12m,4
" Đường Cù Chính Lan, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 5,9 tỷ ", 78 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",17m,3
" Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 8,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Lê Phụng Hiểu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 8,6 tỷ ", 92 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,6m",20m,3
" Đường Nguyễn Phước Thái, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 5,6 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường Phan Triêm, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Kỳ Đồng, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 7,5 tỷ ", 103 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"20,5m",2
" Đường An Thượng 6, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 22,7 tỷ ", 150 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,15m,2
" Đường Phú Lộc 14, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,9 tỷ ", 80 m2,_,Nhà mặt tiền,---,5m,16m,1
" Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,7 tỷ ", 82 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,21m,2
" Đường Bạch Đằng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 83 tỷ , 170 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,25m,2
" Đường Trung Lương 7, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,7 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,2
" Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 7,2 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Trần Bình Trọng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng", 10 tỷ , 52 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,10m,3
" Đường Dương Lâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 7,1 tỷ ", 118 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,3
" Đường Bàu Vàng 5, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 4,4 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 2,87 tỷ ", 58 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,14m,2
" Đường Trần Hoành, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,68 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,8 tỷ ", 76 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,19m,2
" Đường Hóa Quê Trung, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,4 tỷ ", 98 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,2
" Đường Chu Mạnh Trinh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,95 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","16,5m",3
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 17,5 tỷ ", 130 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,4m",23m,4
" Đường An Thượng 24, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 11,8 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,7m,2
" Đường Nguyễn Hành, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,95 tỷ ", 73 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,2
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,55 tỷ ", 54 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",12m,2
" Đường Lý Tự Trọng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 3,45 tỷ ", 62 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,2
" Đường Bùi Công Trừng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,2 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4
" Đường Phú Lộc 5, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,3 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,1
" Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,5 tỷ ", 172 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"7,2m",24m,1
" Đường Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,25 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,17m,1
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 17 tỷ , 277 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,21m,14m,4
" Đường 2/9, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,33 tỷ ", 65 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",18m,2
" Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 3,65 tỷ ", 82 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",18m,1
" Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,25 tỷ ", 87 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,"19,6m",1
" Đường Quang Trung, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 6,7 tỷ ", 82 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","18,5m",3
" Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,7 tỷ ", 37 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",8m,2
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 12,6 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,17m,4
" Đường Nguyễn Đình Tứ, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 7,5 tỷ ", 160 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,12m,14m,1
" Đường Bùi Vịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,05 tỷ ", 120 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,2
" Đường Khuê Mỹ Đông 3, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 16,5 tỷ ", 102 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,18m,7
" Đường Hải Phòng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 1,55 tỷ ", 44 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,"7,4m",1
" Đường Lê Duy Lương, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 4,48 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,21m,3
" Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 1,6 tỷ ", 33 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",9m,1
" Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,95 tỷ ", 73 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,8m",21m,2
" Đường Nguyễn Hoàng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,62 tỷ ", 117 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,9m",22m,3
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,25 tỷ ", 104 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,"17,5m",1
" Đường Lương Ngọc Quyến, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 10,8 tỷ ", 77 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,7m",10m,3
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,8 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,1m","17,5m",1
" Đường Ông Ích Khiêm, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 4,95 tỷ ", 55 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","12,1m",---
" Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 7,9 tỷ ", 70 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,6m",15m,3
" Đường Nhơn Hòa 3, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 2,3 tỷ ", 81 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,1
" Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 1,79 tỷ ", 40 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m","12,7m",2
" Đường Lê Duy Lương, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 4,3 tỷ ", 104 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,21m,3
" Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 1,75 tỷ ", 33 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m","7,5m",3
" Đường Lý Tự Trọng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 2 tỷ , 30 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",8m,2
" Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 1,77 tỷ ", 54 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,1m","10,5m",1
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 12,6 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,15m,3
" Đường An Hải 17, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 2,75 tỷ ", 53 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,---
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 2,5 tỷ ", 42 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,4m","9,7m",3
" Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 9,99 tỷ ", 170 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,7m",227m,5
" Đường Đặng Thùy Trâm, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,75 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m",19m,2
" Đường Nguyễn Trãi, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng", 16 tỷ , 84 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,14m,4
" Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 2,1 tỷ ", 60 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,2
" Đường Hồ Quý Ly, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 11 tỷ , 101 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","22,5m",3
" Đường Dương Trí Trạch, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 12,5 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,5
" Đường Lý Tự Trọng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 16 tỷ , 90 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 6,15 tỷ ", 100 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 15,2 tỷ ", 59 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 28,5 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,6
" Đường Thanh Hải, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 20,5 tỷ ", 179 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hà Huy Tập, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 16,5 tỷ ", 161 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,7m",24m,3
" Đường Đống Đa, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 19,5 tỷ ", 134 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,1m",27m,3
" Đường Mai Hắc Đế, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng", 11 tỷ , 99 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,95m",20m,2
" Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 18,2 tỷ ", 195 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,"32,5m",4
" Đường Lý Thái Tông, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 12,5 tỷ ", 130 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Ngô Thị Liễu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 9 tỷ , 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,"18,4m",3
" Đường Nguyễn Bình, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 10,5 tỷ ", 115 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,20m,2
" Đường Bùi Viện, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 10,8 tỷ ", 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,"17,5m",2
" Đường Ngô Thế Vinh, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng", 18 tỷ , 218 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,"21,8m",3
" Đường Thanh Hải, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 9,5 tỷ ", 102 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,2m",14m,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 14,5 tỷ ", 136 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,85 tỷ ", 68 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,65 tỷ ", 58 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Cần Giuộc, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,75 tỷ ", 105 m2,Tây Nam,Nhà mặt tiền,---,5m,21m,3
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 50 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 50 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,4m",11m,4
" Đường Lạc Long Quân, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 2,75 tỷ ", 97 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Đinh Tiên Hoàng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 8,5 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,3m",17m,1
" Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 8,3 tỷ ", 115 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","25,6m",2
" Đường Hùng Vương, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 2,53 tỷ ", 37 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 100 triệu / m2  , 57 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,6m",16m,1
" Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 6,35 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3
