price,Diện tích,Phòng ngủ,Phòng tắm,Giấy tờ pháp lý,Số tầng,Chiều rộng,Chiều dài,Hiện trạng nhà,Năm xây dựng,Vị trí,Trạng thái sử dụng,Đường rộng,Hướng,Kết cấu
16.5 tỷ,100 m²,5,5,Sổ hồng,3,4.5 m,22 m,Nhà trống,,,,,,
8.7 tỷ,89 m²,3,3,Sổ hồng,2,8 m,11.1 m,Nhà trống,,,,,,
2.95 tỷ,48 m²,3,3,Sổ hồng,3,5 m,9.5 m,Nhà trống,,,,,,
2.15 tỷ,55 m²,2,2,Sổ đỏ,2,5 m,8 m,Nhà trống,,,,,,
1.75 tỷ,74 m²,1,1,Sổ hồng,1,5.5 m,13.7 m,Đang ở,,,,,,
4.39 tỷ,110 m²,5,5,Sổ hồng,2,5 m,22 m,Nhà trống,,,,,,
4.15 tỷ,60 m²,3,3,Sổ hồng,3,4.5 m,13.5 m,Đang ở,,,,,,
5.4 tỷ,100 m²,5,5,Sổ hồng,4,5 m,20 m,Có nội thất,,Mặt tiền,Chưa sử dụng,7.5 m,Đông Bắc,Biệt thự
5.2 tỷ,88 m²,2,1,Sổ hồng,1,6.5 m,13.6 m,Đang ở,,,,,,
2.99 tỷ,63 m²,3,3,Sổ hồng,2,7 m,9 m,Nhà trống,,,,,,
3.2 tỷ,85 m²,3,2,Sổ hồng,2,3.7 m,23 m,Đang ở,,,,,,
2.65 tỷ,43 m²,3,2,Sổ hồng,2,3.8 m,12 m,Đang ở,,,,,,
2.29 tỷ,61 m²,2,2,Sổ hồng,1,4 m,15 m,Nhà trống,,,,,,
8.5 tỷ,63 m²,3,5,Sổ hồng,3,4 m,15.5 m,Nhà trống,,,,,,
6.2 tỷ,84 m²,3,4,Sổ hồng,3,4.5 m,18.6 m,Đang ở,,,,,,
2.27 tỷ,43 m²,2,2,Sổ hồng,2,10 m,4.3 m,Đang ở,,,,,,
3.15 tỷ,65 m²,3,2,Sổ hồng,3,5 m,12.5 m,Đang ở,,,,,,
2.65 tỷ,43 m²,3,2,Sổ hồng,2,3.8 m,12 m,Đang ở,,,,,,
2.65 tỷ,40 m²,3,2,Sổ đỏ,2,5.5 m,7.2 m,Nhà trống,,,,,,
1.92 tỷ,52 m²,2,2,Sổ đỏ,2,4.2 m,12.4 m,Đang ở,,,,,,
2.75 tỷ,60 m²,3,3,Sổ đỏ,3,4 m,15 m,Nhà trống,,,,,,
2.09 tỷ,30 m²,2,2,Sổ đỏ,2,4 m,8 m,Đang ở,,,,,,
11 tỷ,140 m²,5,5,Sổ đỏ,4,7 m,20 m,Đang ở,,,,,,
4.6 tỷ,76 m²,3,4,Sổ đỏ,3,5 m,16 m,Đang ở,,,,,,
3.75 tỷ,97 m²,3,3,Sổ đỏ,2,5 m,19.5 m,Đang ở,,,,,,
3.75 tỷ,97 m²,3,3,Sổ đỏ,2,5 m,19.5 m,Đang ở,,,,,,
2.2 tỷ,42 m²,3,2,Sổ đỏ,2,4 m,10 m,Nhà trống,,,,,,
2.15 tỷ,78 m²,3,2,Sổ đỏ,1,5.5 m,13 m,Đang ở,,,,,,
2.54 tỷ,68 m²,3,2,Sổ hồng,2,5 m,12.6 m,Nhà trống,,,,,,
3.59 tỷ,57 m²,3,3,Sổ hồng,2,6.5 m,8.5 m,Nhà trống,,,,,,
4.15 tỷ,63 m²,4,3,Sổ hồng,3,5 m,12.6 m,Nhà trống,,,,,,
17 tỷ,271 m²,5,5,Sổ hồng,4,5.2 m,40 m,Nhà trống,,,,,,
11 tỷ,110 m²,3,2,Sổ hồng,2,6 m,18 m,Đang ở,,,,,,
2.3 tỷ,61 m²,2,2,Sổ hồng,1,4 m,15 m,Nhà trống,,,,,,
2.3 tỷ,68 m²,4,2,Sổ hồng,2,5.6 m,16 m,Nhà trống,,,,,,
4.9 tỷ,80 m²,3,4,Sổ đỏ,3,5 m,16 m,Đang ở,,,,,,
4.95 tỷ,68 m²,3,4,Sổ đỏ,3,5 m,13.5 m,Nhà trống,,,,,,
3.1 tỷ,42 m²,3,2,Sổ đỏ,2,4.5 m,9 m,Nhà trống,,,,,,
2.65 tỷ,52 m²,3,3,Sổ đỏ,2,4 m,13 m,Đang ở,,,,,,
3.8 tỷ,90 m²,3,3,Sổ hồng,3,4.5 m,20 m,Nhà trống,,,,,,
8.9 tỷ,78 m²,5,5,Sổ hồng,5+,4.5 m,18 m,Nhà trống,,,,,,
8.99 tỷ,105 m²,5,5,Sổ hồng,5+,5 m,21 m,Đang ở,,,,,,
5.69 tỷ,90 m²,2,1,Sổ hồng,1,4.5 m,20 m,Nhà trống,,,,,,
4.1 tỷ,105 m²,3,2,Sổ hồng,2,3.7 m,29 m,Nhà trống,,,,,,
11.99 tỷ,160 m²,5,5,Sổ hồng,5+,7.5 m,26 m,Nhà trống,,,,,,
4.2 tỷ,59 m²,2,2,Sổ hồng,2,4.5 m,13 m,Đang ở,,,,,,
9.89 tỷ,145 m²,4,5,Sổ hồng,3,4.6 m,30 m,Nhà trống,,,,,,
1.55 tỷ,35 m²,2,2,Sổ hồng,1,4 m,9 m,Đang ở,,,,,,
2.1 tỷ,30 m²,2,2,Sổ hồng,3,3.5 m,8.4 m,Nhà trống,,,,,,
1.73 tỷ,40 m²,2,2,Sổ hồng,2,8 m,5 m,Nhà trống,,,,,,
13.5 tỷ,70 m²,3,4,Sổ hồng,4,5 m,14 m,Đang ở,,,,,,
4.65 tỷ,100 m²,3,2,Sổ hồng,2,4.6 m,27.3 m,Nhà trống,,,,,,
1.55 tỷ,40 m²,2,2,Sổ hồng,2,4 m,10 m,Đang ở,,,,,,
2.7 tỷ,41 m²,2,2,Sổ hồng,2,4 m,10 m,Nhà trống,,,,,,
5.2 tỷ,93 m²,3,2,Sổ hồng,2,5 m,18.5 m,Nhà trống,,,,,,
2.55 tỷ,40 m²,2,2,Sổ hồng,2,3.6 m,10.6 m,Đang ở,,,,,,
3.9 tỷ,59 m²,2,2,Sổ hồng,2,4.5 m,13 m,Nhà trống,,,,,,
4.9 tỷ,127 m²,3,3,Sổ đỏ,2,5 m,25.5 m,Nhà trống,,,,,,
5.4 tỷ,100 m²,3,4,Hợp đồng mua bán,3,5 m,20 m,Nhà trống,,,,,,
4.8 tỷ,73 m²,3,3,Sổ hồng,3,4 m,18.1 m,Nhà trống,,,,,,
2.8 tỷ,55 m²,3,2,Sổ hồng,2,4.3 m,12.2 m,Nhà trống,,,,,,
5.5 tỷ,222 m²,5,4,Sổ đỏ,2,5 m,45 m,Nhà trống,,,,,,
2.15 tỷ,42 m²,2,2,Sổ hồng,2,3.5 m,12 m,Nhà trống,,,,,,
5.25 tỷ,75 m²,4,4,Sổ đỏ,3,5 m,15 m,Nhà trống,,,,,,
4.3 tỷ,70 m²,5,5,Sổ hồng,3,7 m,10 m,Nhà trống,,,,,,
4.8 tỷ,75 m²,3,4,Sổ đỏ,3,5 m,15 m,Nhà trống,,,,,,
12.7 tỷ,180 m²,4,5,Sổ đỏ,3,10 m,18 m,Nhà trống,,,,,,
5.4 tỷ,93 m²,3,4,Sổ đỏ,3,5 m,18.5 m,Nhà trống,,,,,,
4.45 tỷ,91 m²,3,4,Sổ đỏ,3,5 m,18.2 m,Đang ở,,,,,,
3.85 tỷ,131 m²,3,3,Sổ đỏ,3,8 m,15 m,Đang ở,,,,,,
5.1 tỷ,62 m²,4,3,Sổ đỏ,3,4.6 m,13.5 m,Nhà trống,,,,,,
1.65 tỷ,120 m²,3,3,Sổ đỏ,3,10 m,12 m,Đang ở,,,,,,
5.5 tỷ,90 m²,8,,Sổ hồng,,,,,,,,,,
2.92 tỷ,80 m²,3,3,Sổ đỏ,3,5 m,18 m,Đang ở,,,,,,
1.39 tỷ,31 m²,2,2,Sổ đỏ,2,4 m,8 m,Đang ở,,,,,,
5.35 tỷ,116 m²,5,5,Sổ đỏ,3,5 m,22.5 m,Đang ở,,,,,,
4.95 tỷ,68 m²,3,4,Sổ đỏ,3,5 m,13.5 m,Nhà trống,,,,,,
5.1 tỷ,80 m²,3,4,Sổ đỏ,3,5 m,16 m,Đang ở,,,,,,
2.6 tỷ,51 m²,2,2,Sổ hồng,2,4.5 m,12.5 m,Đang ở,,,,,,
2.85 tỷ,52 m²,2,2,Sổ hồng,2,4.3 m,12 m,Đang ở,,,,,,
11.99 tỷ,71 m²,4,4,Sổ hồng,4,5 m,14 m,Nhà trống,,,,,,
3.2 tỷ,62 m²,3,3,Sổ đỏ,2,7.6 m,8 m,Nhà trống,,,,,,
3.1 tỷ,42 m²,3,2,Sổ đỏ,2,4.5 m,9 m,Đang ở,,,,,,
2.75 tỷ,60 m²,3,3,Sổ đỏ,3,4 m,15 m,Nhà trống,,,,,,
4.15 tỷ,100 m²,3,3,Sổ đỏ,3,5 m,20 m,Nhà trống,,,,,,
6.49 tỷ,90 m²,4,4,Sổ đỏ,3,5 m,18 m,Nhà trống,,,,,,
3.3 tỷ,72 m²,3,2,Sổ đỏ,2,5 m,15 m,Đang ở,,,,,,
4.8 tỷ,70 m²,3,4,Sổ đỏ,3,5 m,14 m,Nhà trống,,,,,,
3.55 tỷ,74 m²,3,2,Sổ hồng,2,4.2 m,18 m,Đang ở,,,,,,
4.6 tỷ,100 m²,3,2,Sổ hồng,2,5 m,20 m,Nhà trống,,,,,,
7.6 tỷ,127 m²,5,5,Sổ hồng,4,5 m,25.5 m,Nhà trống,,,,,,
15 tỷ,300 m²,5,4,Sổ hồng,3,15 m,20 m,Nhà trống,,,,,,
13 tỷ,283 m²,4,3,Sổ hồng,2,14 m,20 m,Đang ở,,,,,,
3.6 tỷ,70 m²,3,2,Sổ hồng,2,5 m,14 m,Nhà trống,,,,,,
2.15 tỷ,80 m²,2,1,Sổ đỏ,2,5 m,16 m,Đang ở,,,,,,
3.75 tỷ,97 m²,3,3,Sổ đỏ,2,5 m,19.5 m,Đang ở,,,,,,
3.99 tỷ,80 m²,3,4,Sổ đỏ,3,5 m,16 m,Đang ở,,,,,,
6.35 tỷ,91 m²,3,4,Sổ đỏ,3,5 m,18.1 m,Đang ở,,,,,,
4.39 tỷ,44 m²,3,4,Sổ đỏ,4,6 m,7 m,Đang ở,,,,,,
2.15 tỷ,80 m²,2,1,Sổ đỏ,2,5 m,16 m,Nhà trống,,,,,,
1.3 tỷ,93 m²,2,1,Sổ đỏ,1,10.5 m,9 m,Nhà trống,,,,,,
2.65 tỷ,60 m²,3,3,Sổ đỏ,3,4 m,15 m,Nhà trống,,,,,,
2.89 tỷ,91 m²,3,3,Sổ đỏ,2,5 m,18 m,Đang ở,,,,,,
3.1 tỷ,42 m²,3,2,Sổ đỏ,2,4.5 m,9 m,Nhà trống,,,,,,
2.5 tỷ,63 m²,3,3,Sổ đỏ,2,5 m,14 m,Đang ở,,,,,,
1.85 tỷ,40 m²,2,2,Sổ đỏ,1,4 m,10 m,Đang ở,,,,,,
3.4 tỷ,45 m²,4,4,Sổ đỏ,3,4.5 m,10 m,Nhà trống,,,,,,
7.6 tỷ,127 m²,5,5,Sổ hồng,4,5 m,25.5 m,Đang ở,,,,,,
3.35 tỷ,110 m²,2,1,Sổ hồng,1,5 m,22 m,Đang ở,,,,,,
8.5 tỷ,170 m²,4,4,Sổ hồng,2,6.2 m,27.6 m,Nhà trống,,,,,,
32.9 tỷ,288 m²,5,4,Sổ hồng,3,10 m,18.8 m,Đang ở,,,,,,
6.2 tỷ,80 m²,3,3,Sổ hồng,3,3.5 m,26 m,Đang ở,,,,,,
7.2 tỷ,85 m²,,,Sổ hồng,,,,,,,,,,
15 tỷ,252 m²,4,4,Sổ hồng,4,14 m,18 m,Nhà trống,,,,,,
2.75 tỷ,100 m²,3,1,Sổ hồng,2,5 m,20 m,Đang ở,,,,,,
11.5 tỷ,200 m²,3,3,Sổ hồng,3,10 m,20 m,Nhà trống,,,,,,
1.55 tỷ,40 m²,2,2,Sổ hồng,2,4 m,10 m,Nhà trống,,,,,,
5.1 tỷ,100 m²,3,3,Sổ hồng,3,5 m,20 m,Đang ở,,,,,,
8.5 tỷ,170 m²,4,4,Sổ hồng,2,6.2 m,27.6 m,Đang ở,,,,,,
2.75 tỷ,100 m²,3,1,Sổ hồng,2,5 m,20 m,Nhà trống,,,,,,
1.32 tỷ,97 m²,,,Sổ hồng,,5 m,18.5 m,Đang ở,,,,,,
6.9 tỷ,120 m²,,,Sổ hồng,,,,,,Mặt tiền,,,,
3.8 tỷ,67 m²,3,2,Sổ hồng,2,4.2 m,16 m,Đang ở,,,,,,
4.8 tỷ,73 m²,3,3,Sổ hồng,3,4 m,18.1 m,Nhà trống,,,,,,
5.95 tỷ,60 m²,3,4,Sổ đỏ,3,5 m,12 m,Nhà trống,,,,,,
11 tỷ,175 m²,4,5,Sổ hồng,3,6.5 m,28 m,Nhà trống,,,,,,
2.9 tỷ,70 m²,3,2,Sổ hồng,1,5 m,14 m,Đang ở,,,,,,
3.2 tỷ,62 m²,3,2,Sổ hồng,2,5 m,12 m,Đang ở,,,,,,
3.35 tỷ,110 m²,2,1,Sổ hồng,1,5 m,22 m,Nhà trống,,,,,,
2.85 tỷ,52 m²,2,2,Sổ hồng,2,4.3 m,12 m,Nhà trống,,,,,,
4.6 tỷ,76 m²,5,5,Sổ đỏ,3,,,Nhà trống,,,,,,
2.15 tỷ,80 m²,2,2,Sổ đỏ,2,5 m,16 m,Đang ở,,,,,,
3.25 tỷ,60 m²,3,3,Sổ đỏ,3,12 m,5 m,Đang ở,,,,,,
2.55 tỷ,42 m²,3,3,Sổ đỏ,3,5 m,8 m,Đang ở,,,,,,
5.4 tỷ,93 m²,3,4,Sổ đỏ,3,5 m,18.5 m,Nhà trống,,,,,,
3.55 tỷ,40 m²,3,3,Sổ hồng,3,4.6 m,9 m,Đang ở,,,,,,
1.69 tỷ,28 m²,2,2,Sổ hồng,2,3.3 m,8 m,Đang ở,,,,,,
6.6 tỷ,80 m²,5,5,Sổ hồng,4,5 m,16 m,Nhà trống,,,,,,
7.6 tỷ,87 m²,5,5,Sổ hồng,4,4.8 m,18 m,Nhà trống,,,,,,
3.45 tỷ,50 m²,3,3,Sổ đỏ,3,5 m,10 m,Đang ở,,,,,,
3.45 tỷ,50 m²,3,3,Sổ đỏ,3,5 m,10 m,Nhà trống,,,,,,
1.75 tỷ,42 m²,2,1,Sổ hồng,1,10 m,4.3 m,Nhà trống,,,,,,
8 tỷ,125 m²,3,2,Sổ hồng,2,4.5 m,23 m,Đang ở,,,,,,
5.9 tỷ,70 m²,3,3,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
3.9 tỷ,120 m²,5,5,Sổ đỏ,1,5.5 m,22 m,Nhà trống,,,,,,
4.8 tỷ,85 m²,3,4,Sổ đỏ,3,5 m,17 m,Nhà trống,,,,,,
6.75 tỷ,120 m²,5,6,,,,,,,,,,,
3.8 tỷ,67 m²,3,2,Sổ hồng,2,4.2 m,16 m,Nhà trống,,,,,,
2.95 tỷ,75 m²,3,3,Sổ hồng,2,5 m,15 m,Đang ở,,,,,,
4.9 tỷ,100 m²,,,Sổ hồng,,,,,,,,,,
18.3 tỷ,185 m²,5,5,Sổ hồng,5+,7 m,27 m,Đang ở,,,,,,
62 tỷ,405 m²,4,3,Sổ hồng,1,10 m,40 m,Nhà trống,,,,,,
2.55 tỷ,40 m²,2,2,Sổ hồng,2,3.6 m,10.6 m,Đang ở,,,,,,
4.6 tỷ,77 m²,5,5,Sổ hồng,3,4.5 m,16 m,Nhà trống,,,,,,
5.99 tỷ,86 m²,5,5,Sổ hồng,4,4.5 m,19 m,Đang ở,,,,,,
6.5 tỷ,60 m²,3,2,Sổ hồng,3,4 m,15 m,Nhà trống,,,,,,
5.99 tỷ,86 m²,5,5,Sổ hồng,4,4.5 m,19 m,Nhà trống,,,,,,
7 tỷ,180 m²,3,1,Sổ hồng,2,9 m,20 m,Đang ở,,,,,,
2.9 tỷ,123 m²,2,1,Sổ hồng,1,4.7 m,1 m,Nhà trống,,,,,,
12.7 tỷ,180 m²,4,5,Sổ đỏ,3,10 m,18 m,Nhà trống,,,,,,
2.95 tỷ,45 m²,3,2,Sổ hồng,2,8 m,5.5 m,Nhà trống,,,,,,
7.88 tỷ,120 m²,4,4,Sổ đỏ,4,5 m,24 m,Đang ở,,,,,,
2.48 tỷ,54 m²,2,3,Sổ đỏ,2,3.5 m,15 m,Nhà trống,,,,,,
4.55 tỷ,58 m²,4,4,Sổ đỏ,3,5 m,12 m,Nhà trống,,,,,,
4.1 tỷ,50 m²,4,4,Sổ đỏ,4,4.5 m,11 m,Đang ở,,,,,,
2.55 tỷ,42 m²,3,3,Sổ đỏ,3,5 m,8 m,Nhà trống,,,,,,
2.75 tỷ,80 m²,3,3,Sổ đỏ,3,5 m,16 m,Đang ở,,,,,,
5.4 tỷ,93 m²,3,4,Sổ đỏ,3,5 m,18.5 m,Đang ở,,,,,,
3.8 tỷ,60 m²,3,3,Sổ đỏ,3,5 m,12 m,Đang ở,,,,,,
5.9 tỷ,93 m²,4,4,Sổ đỏ,3,5 m,18.5 m,Đang ở,,,,,,
3.38 tỷ,58 m²,3,3,Sổ đỏ,3,4 m,13.2 m,Nhà trống,,,,,,
3.55 tỷ,50 m²,3,3,Sổ đỏ,3,5 m,10 m,Nhà trống,,,,,,
3.5 tỷ,50 m²,3,3,Sổ đỏ,3,7 m,7 m,Nhà trống,,,,,,
4.19 tỷ,65 m²,4,4,Sổ đỏ,3,5 m,13 m,Nhà trống,,,,,,
2.57 tỷ,43 m²,3,3,Sổ đỏ,3,5 m,9 m,Nhà trống,,,,,,
2.68 tỷ,52 m²,3,3,Sổ đỏ,3,4.5 m,12 m,Nhà trống,,,,,,
3.85 tỷ,131 m²,3,3,Sổ đỏ,3,8 m,15 m,Đang ở,,,,,,
3.75 tỷ,51 m²,3,4,Sổ đỏ,3,4 m,13 m,Nhà trống,,,,,,
5.85 tỷ,70 m²,3,4,Sổ đỏ,2,5 m,14 m,Nhà trống,,,,,,
5.85 tỷ,70 m²,3,4,Sổ đỏ,2,5 m,14 m,Nhà trống,,,,,,
3.44 tỷ,50 m²,3,4,Sổ đỏ,3,5 m,10 m,Nhà trống,,,,,,
3.8 tỷ,83 m²,3,3,Sổ đỏ,3,5 m,17 m,Nhà trống,,,,,,
3.4 tỷ,56 m²,3,3,Sổ đỏ,3,6.5 m,9 m,Nhà trống,,,,,,
2.18 tỷ,38 m²,2,2,Sổ đỏ,2,7 m,6 m,Đang ở,,,,,,
3.59 tỷ,100 m²,3,4,Sổ đỏ,3,5 m,20 m,Nhà trống,,,,,,
4.29 tỷ,100 m²,3,4,Sổ đỏ,3,5 m,20 m,Đang ở,,,,,,
3.55 tỷ,50 m²,4,4,Sổ đỏ,3,5 m,10 m,Đang ở,,,,,,
4.39 tỷ,44 m²,3,4,Sổ đỏ,4,6 m,7 m,Nhà trống,,,,,,
14 tỷ,100 m²,4,4,Sổ đỏ,3,5 m,20 m,Đang ở,,,,,,
2.65 tỷ,60 m²,3,3,Sổ đỏ,3,4 m,15 m,Nhà trống,,,,,,
3.95 tỷ,65 m²,3,3,Sổ đỏ,3,7 m,9 m,Đang ở,,,,,,
1.86 tỷ,52 m²,3,2,Sổ đỏ,2,5 m,10 m,Đang ở,,,,,,
4.7 tỷ,100 m²,4,3,Sổ hồng,3,5 m,20 m,Đang ở,,,,,,
1.99 tỷ,34 m²,3,2,Sổ đỏ,3,3 m,11 m,Nhà trống,,,,,,
2.89 tỷ,91 m²,3,3,Sổ đỏ,2,5 m,18 m,Nhà trống,,,,,,
1.95 tỷ,43 m²,2,1,Sổ đỏ,2,4 m,11 m,Nhà trống,,,,,,
12.9 tỷ,300 m²,5,5,Sổ đỏ,4,21 m,15 m,Đang ở,,,,,,
3.85 tỷ,142 m²,5,5,Sổ hồng,2,10 m,14.2 m,Đang ở,,,,,,
5.8 tỷ,100 m²,3,2,Sổ hồng,2,7.8 m,23 m,Đang ở,,,,,,
3.1 tỷ,42 m²,3,2,Sổ đỏ,2,4.5 m,9 m,Nhà trống,,,,,,
1.85 tỷ,40 m²,2,2,Sổ đỏ,1,4 m,10 m,Nhà trống,,,,,,
4.8 tỷ,88 m²,4,3,Sổ hồng,3,5 m,17.5 m,Nhà trống,,,,,,
3.4 tỷ,75 m²,2,1,Sổ đỏ,1,5 m,15 m,Đang ở,,,,,,
4.15 tỷ,96 m²,4,4,Sổ hồng,3,5 m,19.25 m,Nhà trống,,,,,,
2.15 tỷ,80 m²,2,2,Sổ đỏ,2,5 m,16 m,Đang ở,,,,,,
3.29 tỷ,60 m²,3,3,Sổ đỏ,3,12 m,5 m,Đang ở,,,,,,
10.5 tỷ,100 m²,4,4,Sổ đỏ,4,5 m,20 m,Đang ở,,,,,,
2.5 tỷ,63 m²,3,3,Sổ đỏ,2,5 m,14 m,Nhà trống,,,,,,
3.69 tỷ,102 m²,3,3,Sổ đỏ,2,5 m,20 m,Đang ở,,,,,,
19.79 tỷ,165 m²,4,4,Sổ đỏ,3,11 m,15 m,Nhà trống,,,,,,
10.5 tỷ,100 m²,4,4,Sổ đỏ,4,5 m,20 m,Đang ở,,,,,,
2.98 tỷ,61 m²,3,3,Sổ đỏ,3,5 m,13 m,Nhà trống,,,,,,
3.79 tỷ,90 m²,3,3,Sổ đỏ,2,13 m,8 m,Đang ở,,,,,,
11.8 tỷ,90 m²,5,5,Sổ đỏ,5+,5 m,18 m,Đang ở,,,,,,
7.6 tỷ,75 m²,4,4,Sổ hồng,4,5 m,15 m,Đang ở,,,,,,
1.79 tỷ,33 m²,2,2,Sổ hồng,2,3.3 m,10 m,Đang ở,,,,,,
4.3 tỷ,80 m²,3,2,Sổ hồng,2,16 m,20 m,Đang ở,,,,,,
4.7 tỷ,80 m²,4,4,Sổ hồng,3,5 m,16 m,Đang ở,,,,,,
1.75 tỷ,42 m²,2,1,Sổ hồng,1,10 m,4.3 m,Nhà trống,,,,,,
3.1 tỷ,60 m²,3,3,Sổ đỏ,3,5 m,12 m,Nhà trống,,,,,,
2.5 tỷ,63 m²,3,3,Sổ đỏ,2,5 m,14 m,Đang ở,,,,,,
2.35 tỷ,83 m²,3,2,Sổ đỏ,1,5.6 m,16.5 m,Đang ở,,,,,,
2.48 tỷ,61 m²,3,3,Sổ đỏ,2,12 m,5 m,Nhà trống,,,,,,
3.8 tỷ,105 m²,3,3,Sổ đỏ,2,5 m,21 m,Đang ở,,,,,,
9.4 tỷ,100 m²,5,5,Sổ đỏ,5+,5 m,20 m,Nhà trống,,,,,,
3.85 tỷ,50 m²,4,4,Sổ đỏ,4,4 m,13 m,Đang ở,,,,,,
5.8 tỷ,100 m²,3,3,Sổ đỏ,3,5 m,20 m,Đang ở,,,,,,
6.25 tỷ,100 m²,3,3,Sổ hồng,3,5 m,20 m,Nhà trống,,,,,,
6.39 tỷ,100 m²,3,3,Sổ đỏ,3,5 m,20 m,Nhà trống,,,,,,
13 tỷ,65 m²,4,4,Sổ hồng,3,5 m,13 m,Đang ở,,,,,,
2.9 tỷ,123 m²,2,1,Sổ hồng,1,4.7 m,1 m,Nhà trống,,,,,,
2.85 tỷ,44 m²,3,2,Sổ hồng,3,4 m,11 m,Nhà trống,,,,,,
2.85 tỷ,44 m²,2,2,Sổ hồng,3,4 m,11 m,Nhà trống,,,,,,
3.55 tỷ,50 m²,2,2,Sổ hồng,3,4.5 m,11 m,Nhà trống,,,,,,
6.35 tỷ,91 m²,3,4,Sổ đỏ,3,5 m,18.1 m,Nhà trống,,,,,,
3.49 tỷ,68 m²,3,3,Sổ đỏ,3,5.5 m,14 m,Đang ở,,,,,,
3.49 tỷ,58 m²,3,3,Sổ đỏ,1,4 m,14 m,Nhà trống,,,,,,
3.5 tỷ,98 m²,3,2,Sổ đỏ,2,7 m,14 m,Nhà trống,,,,,,
3.15 tỷ,70 m²,3,3,Sổ đỏ,3,5 m,15 m,Đang ở,,,,,,
2.85 tỷ,44 m²,3,2,Sổ hồng,3,4 m,11 m,Nhà trống,,,,,,
5.4 tỷ,72 m²,3,4,Sổ đỏ,3,5 m,16 m,Nhà trống,,,,,,
1.99 tỷ,46 m²,3,2,Sổ hồng,2,4.2 m,10 m,Đang ở,,,,,,
3.9 tỷ,142 m²,5,5,Sổ hồng,2,14 m,10 m,Nhà trống,,,,,,
7.9 tỷ,110 m²,5,5,Sổ hồng,3,6.5 m,17 m,Đang ở,,,,,,
8.2 tỷ,160 m²,5,5,Sổ hồng,1,8 m,20 m,Đang ở,,,,,,
7.2 tỷ,53 m²,5,5,Sổ hồng,5+,5 m,10.4 m,Đang ở,,,,,,
3.75 tỷ,50 m²,3,3,Sổ hồng,3,5 m,10 m,Đang ở,,,,,,
3.49 tỷ,58 m²,3,3,Sổ đỏ,1,4 m,14 m,Đang ở,,,,,,
5.8 tỷ,100 m²,4,3,Sổ đỏ,3,,,Nhà trống,,,,,,
1.25 tỷ,22 m²,2,1,Sổ hồng,2,3.5 m,7 m,Đang ở,,,,,,
5.59 tỷ,65 m²,3,3,Sổ đỏ,2,4 m,17 m,Nhà trống,,,,,,
3.99 tỷ,75 m²,3,3,Sổ đỏ,3,4 m,19 m,Đang ở,,,,,,
7.6 tỷ,87 m²,5,5,Sổ hồng,4,4.8 m,18 m,Nhà trống,,,,,,
4.9 tỷ,90 m²,3,3,Sổ hồng,2,5 m,18 m,Đang ở,,,,,,
6.2 tỷ,73 m²,3,2,Sổ hồng,2,4.1 m,18 m,Nhà trống,,,,,,
3.9 tỷ,60 m²,3,3,Sổ hồng,3,4.2 m,16 m,Nhà trống,,,,,,
6.35 tỷ,243 m²,4,4,Sổ đỏ,3,,,Nhà trống,,,,,,
5.95 tỷ,60 m²,3,4,Sổ đỏ,3,5 m,12 m,Nhà trống,,,,,,
18.5 tỷ,182 m²,5,5,Sổ đỏ,5+,7 m,25 m,Nhà trống,,,,,,
183 triệu,182 m²,,,Sổ đỏ,5+,7 m,25 m,Nhà trống,,,,,,
4.3 tỷ,90 m²,,,Sổ đỏ,,,,Nhà trống,,,,,,
4.69 tỷ,61 m²,3,3,Sổ đỏ,4,4.5 m,14 m,Đang ở,,,,,,
6.99 tỷ,83 m²,3,3,Sổ đỏ,3,5 m,17 m,Nhà trống,,,,,,
4.89 tỷ,66 m²,3,3,Sổ đỏ,3,7 m,9 m,Đang ở,,,,,,
4.49 tỷ,82 m²,2,3,Sổ đỏ,2,4.5 m,18.5 m,Đang ở,,,,,,
2.25 tỷ,90 m²,3,2,Sổ đỏ,2,,,Đang ở,,,,,,
4.9 tỷ,100 m²,4,2,Sổ hồng,2,5 m,20 m,Nhà trống,,,,,,
1.2 tỷ,17 m²,2,1,Sổ hồng,2,3.5 m,5.6 m,Nhà trống,,,,,,
6.6 tỷ,60 m²,5,5,Sổ hồng,4,4 m,15 m,Nhà trống,,,,,,
4.9 tỷ,90 m²,4,4,Sổ hồng,2,5 m,18 m,Nhà trống,,,,,,
2 tỷ,53 m²,,,Sổ đỏ,,,,Nhà trống,,,,,,
8 tỷ,400 m²,,,Sổ đỏ,5+,,,Đang ở,,,,,,
13.9 tỷ,105 m²,3,3,Sổ đỏ,3,4.5 m,23 m,Đang ở,,,,,,
10.49 tỷ,110 m²,5,4,Sổ đỏ,4,6 m,19 m,Nhà trống,,,,,,
2.35 tỷ,49 m²,2,2,Sổ hồng,2,5 m,9.6 m,Đang ở,,,,,,
5.8 tỷ,90 m²,3,2,Sổ hồng,2,5 m,18 m,Đang ở,,,,,,
11.5 tỷ,95 m²,1,1,Sổ hồng,1,7.2 m,13 m,Đang ở,,,,,,
5.95 tỷ,95 m²,4,4,Sổ hồng,3,5 m,19 m,Nhà trống,,,,,,
6.9 tỷ,75 m²,5,4,Sổ hồng,3,5 m,15 m,Đang ở,,,,,,
